"","document","topic","gamma"
"3306","Thought That Counts",7,7.10885383845771e-06
"3307","Three Kinds of Deception",7,7.21241751946331e-06
"3308","Valentine’s Day ‘97",7,7.99875880720777e-06
"3309","Them",7,0.414987890820104
"3310","The Book That Changed Your Life",7,7.4495675177881e-06
"3311","Burroughs 101",7,0.0141182448479447
"3312","Animals Die, People Ponder",7,7.3698869341213e-06
"3313","Batman",7,7.28553438564775e-06
"3314","Blame It on Art",7,7.542037671431e-06
"3315","Cicero",7,7.06004534535556e-06
"3316","Desperate Measures",7,0.222606428347701
"3317","Do-Gooders",7,0.0359017217692434
"3318","Dream House",7,0.0156197110099831
"3319","Father's Day '01",7,7.8447891926744e-06
"3320","Father’s Day ‘98",7,6.76217811638894e-06
"3321","From A Distance",7,6.8173584717716e-06
"3322","Heretics",7,0.00579816009769206
"3323","Human Resources",7,7.71173098103296e-06
"3324","Human Spectacle",7,0.105042011820213
"3325","Ladies and Germs",7,0.0641223747595436
"3326","Lincoln's Second Inaugural",7,0.0102337450263725
"3327","MacGyver",7,6.70721257272704e-06
"3328","My Brilliant Plan",7,0.191044051757351
"3329","Naming Names",7,7.03033984394353e-06
"3330","Notes on Camp",7,0.0449567733813963
"3331","Origin Story",7,0.00911642848424275
"3332","Origin Story 2014",7,6.83898494097479e-06
"3333","Our Friend David",7,0.0029389489465011
"3334","Radio",7,0.0268095874205812
"3335","Rich Guys",7,0.526726331976703
"3336","Sentencing",7,7.23505829661155e-06
"3337","Sibling Rivalry",7,8.66335261008919e-06
"3338","Simulated Worlds",7,0.127116620779511
"3339","Sinatra",7,8.42315293447717e-06
"3340","Special Ed",7,7.78992763095883e-06
"3341","Stuck In The Middle",7,6.86991515358473e-06
"3342","Stuck in the Wrong Decade",7,6.58820629208266e-06
"3343","Superpowers",7,0.0428165225704328
"3344","Superpowers 2013",7,8.40197600039974e-06
"3345","Testosterone",7,7.603817234618e-06
"3346","The Kids Are Alright",7,0.102322940874622
"3347","This Week",7,0.00777724842018328
"3348","Twentieth Century Man",7,7.45538394957467e-06
"3349","Vacations",7,0.019072426423919
"3350","What Remains",7,0.0300730610462618
"3351","A Front",7,6.98259754339801e-06
"3352","Name Change / No Theme",7,0.070775875671419
"3353","Kids As Adults",7,7.4115678693678e-06
"3354","Auto Show",7,0.326369792904948
"3355","Stories Pitched by Our Parents",7,6.46333292716341e-06
"3356","Pimp Anthropology",7,7.57623384318327e-06
"3357","Leaving the Fold",7,0.0219245723170773
"3358","The Job That Takes Over Your Life",7,0.0744619230016838
"3359","Accidental Documentaries",7,8.51327519922305e-06
"3360","American Limbo",7,6.70384977585427e-06
"3361","Americans in China",7,0.0115525914904912
"3362","Anger and Forgiveness",7,8.24342432923372e-06
"3363","Barbara",7,8.80718989966717e-06
"3364","Conventions",7,0.197692313526593
"3365","Dawn",7,0.00117009495373216
"3366","Day At The Beach",7,7.31904286844877e-06
"3367","Fall Clearance Sale",7,6.76423286159475e-06
"3368","Father's Day '96",7,7.87622076605267e-06
"3369","Fiasco!",7,0.549971862917401
"3370","I Was So High",7,7.03033855342638e-06
"3371","Million Bubbles",7,8.16287974090732e-06
"3372","Miracle Cures",7,7.54118544533154e-06
"3373","More Is Less",7,6.26638648055328e-06
"3374","My Big Break",7,0.0912913771689596
"3375","NUMMI",7,6.45833668819398e-06
"3376","Primary",7,0.00859403503031252
"3377","Sales",7,6.88619468472369e-06
"3378","Secret Government",7,6.64916233121038e-06
"3379","Sink or Swim",7,0.00353443958591992
"3380","Spies Like Us",7,6.85933865241671e-06
"3381","Take A Negro Home",7,7.25547970608543e-06
"3382","Ten Years In",7,0.0161067036083116
"3383","The Middle of Nowhere",7,0.0256427416449683
"3384","The Real Thing",7,7.5925883392872e-06
"3385","Time to Save the World",7,7.20076229420302e-06
"3386","Tough Room",7,6.64783673238141e-06
"3387","Tough Room 2011",7,6.95136926889122e-06
"3388","Trek",7,7.39516687428857e-06
"3389","Two Nations, One President",7,0.0122438550348681
"3390","Welcome to America",7,0.00178771896256084
"3391","What Kind of Country",7,6.54882745464931e-06
"3392","You Are Here",7,7.02147706715999e-06
"3393","You Gonna Eat That?",7,7.62376463330578e-06
"3394","Plan B",7,6.62214945066933e-06
"3395","Propriety",7,7.44293203068322e-06
"3396","Reruns",7,7.30624180422694e-06
"3397","Houses of Ill Repute",7,0.0102881991741006
"3398","Letters",7,8.66110756995885e-06
"3399","Crime Scene",7,7.58139093031179e-06
"3400","Regrets, I've Had a Few",7,7.79083467981828e-06
"3401","Your Dream, My Nightmare",7,7.92008652499213e-06
"3402","Amateur Hour",7,0.0133752732433145
"3403","Basketball",7,7.59603863209154e-06
"3404","Be Careful Who You Pretend to Be",7,0.00104635445256021
"3405","Bob Dole",7,0.61131193732708
"3406","Can You Fight City Hall…If You Are City Hall?",7,0.00359157003265701
"3407","Cops See It Differently, Part One",7,6.06783805656241e-06
"3408","Election",7,6.98113922861325e-06
"3409","Factions",7,0.0328892314682049
"3410","Family Physics",7,7.6895501860235e-06
"3411","Home Movies",7,6.52389790821618e-06
"3412","I Enjoy Being A Girl, Sort Of",7,7.40007807244625e-06
"3413","Immigration",7,7.01778967431503e-06
"3414","In Country",7,0.334540627270483
"3415","It's Never Over",7,7.65695527261227e-06
"3416","Last Words",7,0.159128205650261
"3417","Lights, Camera, Christmas!",7,1.02230129262363e-05
"3418","Nobody's Family Is Going to Change",7,7.23427543404955e-06
"3419","Numbers",7,7.06900510277902e-06
"3420","Parent Trap",7,7.24132948128988e-06
"3421","Regime Change",7,7.16832698485354e-06
"3422","Return to Childhood",7,7.6648572760153e-06
"3423","Secret Life of Daytime",7,7.77000434431433e-06
"3424","Should I Stay or Should I Go?",7,0.0284432267687246
"3425","Social Contract",7,6.50168552143096e-06
"3426","The Incredible Case of the P.I. Moms",7,6.65379344365315e-06
"3427","The Leap",7,6.82571444543122e-06
"3428","The Parrot and the Potbellied Pig",7,7.31103662863722e-06
"3429","True Urban Legends",7,0.0607957788683622
"3430","Truth and Lies at Age Ten",7,7.25705408717593e-06
"3431","Unconditional Love",7,7.29826243614766e-06
"3432","Use Only as Directed",7,6.78414314577836e-06
"3433","Valentine’s Day ’98",7,7.46120942647028e-06
"3434","War Stories",7,0.619035505861607
"3435","Will They Know Me Back Home?",7,0.125102866405726
"3436","81 Words",7,0.693580034131526
"3437","Ask An Expert",7,7.33591210669989e-06
"3438","Big Tent",7,0.0956911133099031
"3439","Own Worst Enemy",7,6.69713150924682e-06
"3440","Neighbors",7,7.27680785626523e-06
"3441","Name Change",7,7.29268814989826e-06
"3442","Later That Same Day",7,0.414744042332617
"3443","Georgia Rambler",7,0.0186706355301385
"3444","Is That What I Look Like?",7,7.12021333197858e-06
"3445","Something for Nothing",7,7.96539414536256e-06
"3446","Godless America",7,0.0042153698679608
"3447","A Teenager's Guide to God",7,6.40572351874037e-06
"3448","Apocalypse",7,0.217975255578103
"3449","Apology",7,7.57194373889177e-06
"3450","By Proxy",7,0.106518620400716
"3451","Fake I.D.",7,0.454274759930423
"3452","Ghosts of Elections Past",7,0.716006704031029
"3453","Golden Calf",7,0.00159108391581177
"3454","Gossip",7,6.97895132307459e-06
"3455","Got Your Back",7,6.55011132011048e-06
"3456","High Cost of Living",7,0.00692388666325369
"3457","Invisible Made Visible",7,8.99687983633541e-06
"3458","Know Your Enemy",7,6.98770890325437e-06
"3459","Like It or Not",7,0.270334887690887
"3460","Lost in Translation",7,0.0693820656082079
"3461","Love",7,9.37286443314157e-06
"3462","Nemeses",7,0.127614137155124
"3463","Nice Work If You Can Get It",7,7.19688474819588e-06
"3464","No Place Like Home",7,6.79448913001607e-06
"3465","Office Politics",7,0.00371367713978561
"3466","Parental Guidance Suggested",7,7.40007713638331e-06
"3467","Perfect Evidence",7,6.92543903385098e-06
"3468","Politics",7,0.619548589679643
"3469","Pursuit of Happiness",7,0.284893123505944
"3470","Recordings for Someone",7,0.113911049811333
"3471","Save the Day",7,6.64387366270836e-06
"3472","Suckers",7,0.00567936954099156
"3473","The Annoying Gap Between Theory...and Practice",7,0.278088127635453
"3474","The Invention of Money",7,6.86004234870922e-06
"3475","The Psychopath Test",7,7.28632806087549e-06
"3476","The Super",7,0.169828420546221
"3477","This I Used to Believe",7,6.52963585277275e-06
"3478","Wait - Do You Have The Map?",7,6.82432023949717e-06
"3479","We Didn’t",7,7.09753101010123e-06
"3480","What You Lookin’ At?",7,0.00550892571767611
"3481","Harold",7,7.31263708946277e-06
"3482","Middle of the Night",7,0.0182632775608107
"3483","Justice",7,7.33913505982039e-06
"3484","Poultry Slam 2011",7,6.8932975869123e-06
"3485","Defying Sickness",7,9.31408611220235e-06
"3486","Teenage Embed, Part Two",7,7.70728547989689e-06
"3487","Somewhere in the Arabian Sea",7,0.367022517635142
"3488","Windfall",7,0.00681135864418569
"3489","2010",7,7.00895883777802e-06
"3490","And the Call Was Coming from the Basement",7,0.000991581150030453
"3491","David and Goliath",7,7.6984061898453e-06
"3492","Going Big",7,6.74920415947749e-06
"3493","Habeas Schmabeas",7,7.39844026805451e-06
"3494","Habeas Schmabeas 2007",7,7.06302902440777e-06
"3495","Hiding in Plain Sight",7,7.15298099582383e-06
"3496","It Says So Right Here",7,6.92472163698631e-06
"3497","Mapping",7,7.65257199915606e-06
"3498","Mr. Daisey and the Apple Factory",7,7.53268716853249e-06
"3499","My Two Cents",7,6.60252375178901e-06
"3500","Neighborhood Watch",7,7.24525505155903e-06
"3501","Special Treatment",7,7.12249046240027e-06
"3502","Take the Money and Run for Office",7,7.00895805103316e-06
"3503","The Prosecutor",7,6.99795072651088e-06
"3504","Very Tough Love",7,5.94795717923296e-06
"3505","Wake Up Now",7,6.67906012642284e-06
"3506","When Patents Attack!",7,6.74647910972598e-06
"3507","When Patents Attack... Part Two!",7,6.81527268939557e-06
"3508","Back from the Dead",7,6.27521291851365e-06
"3509","Guns",7,0.0366227669677566
"3510","Classifieds",7,7.67718301245074e-06
"3511","Crush",7,7.55995301975843e-06
"3512","Democratic Convention",7,0.43769520255888
"3513","Got You Pegged",7,6.8502004012134e-06
"3514","Say Anything",7,8.22617600375041e-06
"3515","Christmas",7,7.63596070823613e-06
"3516","Prom",7,7.72420873108556e-06
"3517","Right to Remain Silent",7,6.30362050652828e-06
"3518","Americans In Paris",7,7.07798867932874e-06
"3519","Escape the Box",7,7.75917932970112e-06
"3520","Moving",7,0.00088783030853689
"3521","The Fix Is In",7,7.54544242946238e-06
"3522","Valentine’s Day ’99",7,9.04681050293825e-06
"3523","How We Talked Back Then",7,7.45538418262599e-06
"3524","Middlemen",7,7.92008652737094e-06
"3525","Scenes from A Transplant",7,7.67101669469901e-06
"3526","Shoulda Been Dead",7,8.34428182492718e-06
"3527","Throwing the First Punch",7,7.35528991575614e-06
"3528","Pro Se",7,6.95715781895383e-06
"3529","Republican Convention",7,0.763971314295956
"3530","The Alibi",7,6.4396666754745e-06
"3531","The This American Life Holiday Spectacular",7,7.89669314603261e-06
"3532","What Is This Thing?",7,0.00132191740491144
"3533","Crybabies",7,0.000543436045377518
"3534","180 Degrees",7,7.05631801054168e-06
"3535","Christmas and Commerce",7,7.54118728991448e-06
"3536","Amusement Park",7,6.47272103499228e-06
"3537","Cringe",7,7.13922931818027e-06
"3538","Return to Childhood 2008",7,8.02565280888405e-06
"3539","Self-Improvement Kick",7,7.01852628142941e-06
"3540","The Ten Commandments",7,7.10130233534095e-06
"3541","One of Us",7,0.0624058724155104
"3542","Show Me the Way",7,7.2499710522817e-06
"3543","The Cruelty of Children",7,7.53523617215449e-06
"3544","Hitler’s Yacht",7,0.682005104052938
"3545","Fire",7,0.433829103700946
"3546","A Night at the Wiener Circle",7,8.4030311701964e-06
"3547","Send a Message",7,6.99502026415908e-06
"3548","Adult Children",7,9.3847100249731e-06
"3549","Star-Crossed Love",7,0.0949410381182896
"3550","Small Scale Sin",7,7.05333850099464e-06
"3551","Julia Sweeney",7,7.11718023212338e-06
"3552","Wrong Side of History",7,7.02960027729507e-06
"3553","Monogamy",7,7.8669492408396e-06
"3554","Mind Your Own Business",7,7.11642262982821e-06
"3555","Father’s Day ‘99",7,7.56166239110697e-06
"3556","Faustian Bargains",7,6.90112795391851e-06
"3557","Mob Mentality",7,0.458112613413668
"3558","Social Engineering",7,7.45621531170947e-06
"3559","One Thing",7,0.432923257724374
"3560","Adventures in the Simple Life",7,0.00841869345088342
"3561","Infidelity",7,7.79901866715595e-06
"3562","Poultry Slam 2008",7,7.18064892210344e-06
"3563","Allure of Crime",7,7.37802176135997e-06
"3564","The View From In Here",7,6.41186894139181e-06
"3565","If You Don’t Have Anything Nice to Say, SAY IT IN ALL CAPS",7,6.95715799413708e-06
"3566","In Dog We Trust",7,7.47121895251542e-06
"3567","Cat and Mouse",7,0.0398624247301486
"3568","First Day",7,0.354339149678764
"3569","Know When To Fold ‘Em",7,0.0130852168631197
"3570","Mortal Vs. Venial",7,6.50231808541545e-06
"3571","My Reputation",7,6.26169063580709e-06
"3572","Ruining It for the Rest of Us",7,7.40746014403498e-06
"3573","The Cat Came Back",7,0.0720025973372246
"3574","The Missing Parents Bureau",7,6.74647993815841e-06
"3575","Somewhere Out There",7,6.95426202126134e-06
"3576","Reap What You Sow",7,7.48544331303345e-06
"3577","20 Acts in 60 Minutes",7,7.32144761760684e-06
"3578","Media Fringe",7,7.39025915162046e-06
"3579","Telephone",7,8.72441905377669e-06
"3580","Not What I Signed Up For",7,6.45958522127968e-06
"3581","Mistakes Were Made",7,0.337238467153709
"3582","How to Talk to Kids",7,6.97749397448929e-06
"3583","Lost in America",7,0.0705138898452209
"3584","Fine Print",7,7.31824067325466e-06
"3585","Fine Print 2011",7,7.27760064883711e-06
"3586","Act V",7,7.8429473390084e-06
"3587","Away From Home",7,9.29465915669613e-06
"3588","Drama Bug",7,8.08096229913848e-06
"3589","Comedians of Christmas Comedy Special",7,8.39247663966156e-06
"3590","The Angels Wanna Wear My Red Suit",7,7.8873746972324e-06
"3591","How to Win Friends and Influence People",7,0.0256650885758439
"3592","Mother’s Day",7,7.35609599151357e-06
"3593","Scenes From a Recession",7,6.75261486299659e-06
"3594","Tribes",7,6.89756594144598e-06
"3595","A Better Mousetrap",7,6.81666420481214e-06
"3596","A Better Mousetrap 2008",7,6.68641076949938e-06
"3597","Another Frightening Show About the Economy",7,6.50421586660207e-06
"3598","Economy",7,0.0572335177584725
"3599","Good Guys",7,0.0181659801927445
"3600","Harper High School - Part Two",7,0.285147427068936
"3601","Hit the Road",7,7.90696958928664e-06
"3602","How to Take Money from Strangers",7,7.35852637218977e-06
"3603","I Was Just Trying To Help",7,6.49095121463658e-06
"3604","In the Shadow of the City",7,6.86074639642832e-06
"3605","Is This Working?",7,6.21799820427402e-06
"3606","It's Not the Product, It's the Person",7,6.90326323870163e-06
"3607","Million Dollar Idea",7,7.18450635621861e-06
"3608","Other People's Mail",7,7.16832524929466e-06
"3609","Petty Tyrant",7,0.296764684820895
"3610","Quitting",7,9.27659765773243e-06
"3611","See No Evil",7,6.8236241818672e-06
"3612","Small Towns",7,7.65695402188846e-06
"3613","Switcheroo",7,6.33108715704251e-06
"3614","Teenaged Girls",7,7.71885382949116e-06
"3615","The New Boss",7,6.90897444972507e-06
"3616","The Radio Drama Episode",7,5.75091698423141e-06
"3617","Toxie",7,6.63859254263887e-06
"3618","Valentine’s Day 2008",7,7.13770320270594e-06
"3619","A House Divided",7,6.91254738950107e-06
"3620","Adventure!",7,0.00539857813742341
"3621","Advice",7,0.0264205820742542
"3622","Animal Sacrifice",7,0.0950640726031229
"3623","Animals",7,3.81488506876275e-06
"3624","Arms Trader 2009",7,7.08849666950218e-06
"3625","Babysitting",7,7.66046500677831e-06
"3626","Bedside Diplomacy",7,6.7910373081689e-06
"3627","Best Interests",7,7.19920921778519e-06
"3628","Birthdays, Anniversaries, and Milestones",7,0.00433899552253593
"3629","Break-Up",7,6.84879528392464e-06
"3630","Brother’s Keeper",7,0.0929532888134582
"3631","Call For Help",7,0.0131041397291107
"3632","Confessions",7,6.77382874433461e-06
"3633","Death and Taxes",7,6.70990493703831e-06
"3634","Delivery",7,0.0139022919944952
"3635","Didn’t Ask to Be Born",7,7.16755588956037e-06
"3636","DIY",7,6.73085249123794e-06
"3637","Duty Calls",7,6.82920135953626e-06
"3638","Edge of Sanity",7,7.68955009001165e-06
"3639","Enemy Camp",7,7.26731388879746e-06
"3640","Enemy Camp 2010",7,7.3318872309718e-06
"3641","Enforcers",7,6.3298890125785e-06
"3642","Faith",7,0.0180890838901961
"3643","Fear of Sleep",7,7.49467744933825e-06
"3644","Frenemies",7,7.49383731768756e-06
"3645","Give the People What They Want",7,6.925440408454e-06
"3646","Hoaxing Yourself",7,7.24211406902345e-06
"3647","I'm From the Private Sector and I'm Here to Help",7,0.311801210879466
"3648","I’m In Charge Now",7,0.2520584359413
"3649","Island Time",7,6.67572534153476e-06
"3650","Life After Death",7,0.0301836180873579
"3651","Living Without (2011)",7,7.87343568924531e-06
"3652","Magic Words",7,6.89970107855923e-06
"3653","Matchmakers",7,6.82919977972077e-06
"3654","Meet the Pros",7,6.56942605756175e-06
"3655","Middle School",7,6.60382777828318e-06
"3656","Mob",7,7.6316004439137e-06
"3657","My Experimental Phase",7,7.75827919427962e-06
"3658","My Pen Pal",7,7.39189520270786e-06
"3659","New Beginnings",7,7.85585419563489e-06
"3660","Picture Show",7,0.0278247686962191
"3661","Poultry Slam 1995",7,7.91258438569384e-06
"3662","Poultry Slam 1996",7,8.3966956805801e-06
"3663","Poultry Slam 1998",7,7.62985684866925e-06
"3664","Promised Land",7,7.41897133525629e-06
"3665","Quiz Show",7,7.16064611120211e-06
"3666","Rashomon",7,0.622149926097493
"3667","Remember Me",7,6.78690041745372e-06
"3668","Rest Stop",7,6.72949768596745e-06
"3669","Return To The Scene Of The Crime",7,7.99206322937512e-06
"3670","Road Trip!",7,6.92543943720343e-06
"3671","Scenes From a Mall",7,6.57330428668107e-06
"3672","Seemed Like A Good Idea at the Time",7,7.37232525381551e-06
"3673","Slow To React",7,6.65445622552082e-06
"3674","Summer",7,0.0032048637285379
"3675","Tarred and Feathered",7,7.11036592889827e-06
"3676","The Arms Trader",7,7.01410645028197e-06
"3677","The Audacity of Government",7,6.56490988285208e-06
"3678","The Balloon Goes Up",7,0.724368596795267
"3679","The Competition",7,6.15841370381428e-06
"3680","The Convert",7,6.99648436156553e-06
"3681","The Devil in Me",7,0.1364041605309
"3682","The Friendly Man",7,7.09075393631994e-06
"3683","The One Thing You're Not Supposed To Do",7,7.146097847952e-06
"3684","The Spokesman",7,0.00768319443091021
"3685","The Truth Will Out",7,7.84847407745302e-06
"3686","This Call May Be Recorded... To Save Your Life",7,7.40171676589461e-06
"3687","This Is Not My Beautiful House",7,6.67306018863167e-06
"3688","Three Women and the Sex Industry",7,7.28473908056687e-06
"3689","Thugs",7,7.27364144359674e-06
"3690","Turncoat",7,6.6890904147734e-06
"3691","Two Steps Back",7,6.78552043243249e-06
"3692","Valentine’s Day",7,6.6169037489209e-06
"3693","What I Did For Love",7,6.70183018872809e-06
"3694","What I Should’ve Said",7,6.24472488067398e-06
"3695","Who Can You Save?",7,0.0808785146597969
"3696","With Great Power",7,7.5225138722795e-06
"3697","Obsession",7,8.06146866040542e-06
"3698","Someone to Watch Over Me",7,7.86324627073744e-06
"3699","Invisible Worlds",7,0.377339709358381
"3700","The Bridge",7,0.478704021396649
"3701","Before and After",7,0.323589596669161
"3702","500!",7,0.00783483080179954
"3703","Detectives",7,7.8938950846917e-06
"3704","Cops See It Differently, Part Two",7,6.17035251776786e-06
"3705","How To",7,0.161101467174574
"3706","A Very Special Sedaris Christmas",7,7.81543461012861e-06
"3707","Backed Into A Corner",7,6.90041326785553e-06
"3708","Devil on My Shoulder",7,7.26889416846148e-06
"3709","Dr. Gilmer and Mr. Hyde",7,6.99575185517269e-06
"3710","Enemies",7,6.97822436985908e-06
"3711","Enemy Camp ‘04",7,0.0401803453846273
"3712","Except For That One Thing",7,6.78345590091733e-06
"3713","Family Legend",7,7.36663810591815e-06
"3714","First Contact",7,0.0711246119779349
"3715","Game Changer",7,0.557554835168528
"3716","Garbage",7,0.305856468463154
"3717","High Speed Chase",7,7.05259443315967e-06
"3718","How Bad Is Bad?",7,7.32064465169132e-06
"3719","Iraq After Us",7,0.363143603381407
"3720","Kid Politics",7,0.0238036410592921
"3721","Last Man Standing",7,7.51574664781854e-06
"3722","Liars",7,8.1222081233369e-06
"3723","Living the Dream",7,7.11188160343772e-06
"3724","Long Shot",7,6.9906314837967e-06
"3725","Man vs. History",7,0.08979346041132
"3726","Music Lessons",7,8.09956991850003e-06
"3727","Original Recipe",7,0.584321187836468
"3728","Poultry Slam 2003",7,7.90509645771232e-06
"3729","Pray",7,7.31103680769436e-06
"3730","Sissies",7,0.0128022888110753
"3731","Starting from Scratch",7,7.24604170729213e-06
"3732","Stories of Loss",7,7.75918025494999e-06
"3733","Tales from the Net",7,7.83191806589638e-06
"3734","The Other Man",7,7.2847397238007e-06
"3735","The Sanctity of Marriage",7,6.89970224928059e-06
"3736","The Seven Things You’re Not Supposed to Talk About",7,7.26652308051238e-06
"3737","Three Miles",7,6.85792913722339e-06
"3738","Trends With Benefits",7,6.88761228068741e-06
"3739","Why We Fight",7,0.555415488313053
"3740","After the Flood",7,0.0265095206003544
"3741","Business of Death",7,0.085186439756466
"3742","Character Assassination",7,0.0669228673013417
"3743","Contents Unknown",7,0.418925918254485
"3744","Dead Men Tell No Tales",7,7.08699244251735e-06
"3745","Doppelgängers",7,0.0197880170901036
"3746","Double Lives",7,8.80951437848017e-06
"3747","Fall Guy",7,0.0331969952986773
"3748","Getting and Spending",7,6.81249641588356e-06
"3749","Go Ask Your Father",7,7.12021493580682e-06
"3750","Held Hostage",7,7.26099722770041e-06
"3751","Home Alone",7,6.57718340970882e-06
"3752","How I Got Into College",7,6.71327551860328e-06
"3753","How to Rest in Peace",7,7.33188798812746e-06
"3754","Living Without",7,8.61866707600128e-06
"3755","Lockup",7,6.88761428357095e-06
"3756","Memo to the People of the Future",7,0.123153829692092
"3757","Not What I Meant",7,6.93982218311201e-06
"3758","Oh You Shouldn't Have",7,0.00143178355484467
"3759","Reunited (And It Feels So Good)",7,7.52759792639571e-06
"3760","Running After Antelope",7,7.0548291974626e-06
"3761","Secret Identity",7,7.40499730218422e-06
"3762","Settling the Score",7,0.218321841841144
"3763","Switched At Birth",7,7.41814647028854e-06
"3764","The Ghost of Bobby Dunbar",7,8.03047316192754e-06
"3765","The Secret Recordings of Carmen Segarra",7,6.31792045598634e-06
"3766","Urban Nature",7,0.387253839398349
"3767","Where Words Fail",7,7.55567888408833e-06
"3768","You Are So Beautiful…To Me",7,7.41156564481108e-06
"3769","Kid Logic",7,7.48292844928218e-06
"3770","Lessons",7,7.39026012681539e-06
"3771","Ties That Bind",7,7.67365613218229e-06
"3772","Red State Blue State",7,6.28879425111836e-06
"3773","Allure of the Mean Friend",7,6.6451935359278e-06
"3774","Come Back to Afghanistan",7,7.77633291523987e-06
"3775","Death to Wacky",7,0.0142744698124922
"3776","Big Wide World",7,0.179615933686974
"3777","Blackjack",7,0.000817046797773972
"3778","Mind Games",7,0.000817046797773972
"3779","What Happened At Dos Erres",7,0.000817046797773972
"3780",NA,7,0.00759323196051215
"3781","Put Your Heart In It",8,7.23976122595835e-06
"3782","Strangers in a Strange Land",8,6.48843071859571e-06
"3783","Taking Names",8,7.28871024582351e-06
"3784","What’s In A Number?",8,6.27167696901548e-06
"3785","What’s In A Number? — 2006 Edition",8,6.11726407761392e-06
"3786","Bait and Switch",8,6.83129475338117e-06
"3787","Ground Game",8,6.04041802723138e-06
"3788","Swing Set",8,6.58690672506613e-06
"3789","Inside Job",8,6.61232224455504e-06
"3790","Return To The Giant Pool of Money",8,6.75124873185819e-06
"3791","The Giant Pool of Money",8,6.61559393898585e-06
"3792","The Center for Lessons Learned",8,6.50105178930711e-06
"3793","The Watchmen",8,7.43630373251111e-06
"3794","A Not-So-Simple Majority",8,6.89329694423071e-06
"3795","No Map",8,0.00904305603525779
"3796","Play the Part",8,6.89471856376448e-06
"3797","This Party Sucks",8,6.73492225858564e-06
"3798","Father's Day 2011",8,0.149148458197779
"3799","Old Boys Network",8,6.73492168422609e-06
"3800","129 Cars",8,4.88181975617451e-06
"3801","#1 Party School",8,5.44586617169805e-06
"3802","A Little Bit of Knowledge",8,0.39867796318436
"3803","Back to Penn State",8,6.31792210051731e-06
"3804","Continental Breakup",8,7.07798824869387e-06
"3805","Four Corners",8,7.48712166586502e-06
"3806","Get Over It!",8,0.317875848124199
"3807","Halloween",8,8.03143916328061e-06
"3808","House on Loon Lake",8,0.35871569683072
"3809","I Know What You Did This Summer",8,8.1648738302427e-06
"3810","New Year",8,0.0244438814367645
"3811","Niagara",8,7.13999145608727e-06
"3812","Someone Else's Money",8,6.49536670741708e-06
"3813","The Facts Don’t Matter",8,6.92615692829269e-06
"3814","What I Learned from Television",8,0.0308538008527896
"3815","Haunted",8,0.540281489669028
"3816","24 Hours at the Golden Apple",8,7.37639360556047e-06
"3817","Bad Baby",8,6.93046703958329e-06
"3818","Bad Bank",8,6.52325965805549e-06
"3819","Fake Science",8,7.24525564270309e-06
"3820","Family Business",8,0.533617020040483
"3821","Give It to Them",8,7.37557896226059e-06
"3822","Hot In My Backyard",8,6.58690733589138e-06
"3823","House Rules",8,7.34316662602192e-06
"3824","How To Create a Job",8,7.23270901635876e-06
"3825","Shouting Across the Divide",8,0.107886103466802
"3826","So Crazy It Just Might Work",8,6.75329620088255e-06
"3827","Surrogates",8,0.169916513626112
"3828","The Inauguration Show",8,6.4161758691692e-06
"3829","This American Life’s Holiday Gift-Giving Guide",8,0.469742227945699
"3830","Trail of Tears",8,0.0820089936058762
"3831","When You Talk About Music",8,8.29148827226776e-06
"3832","Who's Canadian?",8,7.74120616378742e-06
"3833","Who Do You Think You Are?",8,0.205317130821621
"3834","Before It Had A Name",8,0.49618599220554
"3835","Poultry Slam 1997",8,7.95496531644632e-06
"3836","Dolls",8,0.00394579576075178
"3837","Hearts and Minds",8,8.13704148240388e-06
"3838","Image Makers",8,0.391642372281542
"3839","Kindness of Strangers",8,7.3134365161687e-06
"3840","Leave the Mask On",8,0.444814916553775
"3841","No Coincidence, No Story!",8,6.97603976134399e-06
"3842","Pinned by History",8,8.10841348723865e-06
"3843","Poultry Slam 1999",8,7.80812993185144e-06
"3844","Poultry Slam 2007",8,7.80721675590245e-06
"3845","The Real Story",8,7.14304306211292e-06
"3846","Thought That Counts",8,0.467582020545834
"3847","Three Kinds of Deception",8,0.0225554398504158
"3848","Valentine’s Day ‘97",8,0.211060666240751
"3849","Them",8,0.0118583852443458
"3850","The Book That Changed Your Life",8,0.45767512647971
"3851","Burroughs 101",8,7.85954899464793e-06
"3852","Animals Die, People Ponder",8,7.36988646454471e-06
"3853","Batman",8,7.28553372879947e-06
"3854","Blame It on Art",8,0.0322852729394821
"3855","Cicero",8,7.06004433386783e-06
"3856","Desperate Measures",8,0.0100669343155538
"3857","Do-Gooders",8,7.03700111251108e-06
"3858","Dream House",8,0.413062019807039
"3859","Father's Day '01",8,0.243938756688018
"3860","Father’s Day ‘98",8,0.291676212834582
"3861","From A Distance",8,6.81735989864333e-06
"3862","Heretics",8,7.02516607943793e-06
"3863","Human Resources",8,7.71173184170412e-06
"3864","Human Spectacle",8,7.55995234440958e-06
"3865","Ladies and Germs",8,6.89898934397585e-06
"3866","Lincoln's Second Inaugural",8,0.0271872760452999
"3867","MacGyver",8,0.00869132794927296
"3868","My Brilliant Plan",8,0.0264250430328604
"3869","Naming Names",8,0.0225225125678387
"3870","Notes on Camp",8,7.04590266878918e-06
"3871","Origin Story",8,0.00845535295915864
