id,region1,region2,region3,region4,homeowner,n_children,hh_income,female,wealth_rating,avg_home_value,median_neighborhood_income,avg_neighborhood_income,pct_low_income,lifetime_promotions_received,lifetime_gifts,largest_gift,most_recent_gift,months_since_gift,gift_time_lag,average_gift_amount,donor,damt
4652,0,1,0,0,1,0,6,1,9,190,40,43,10,12,40,5,6,12,7,4.52,1,12
4666,0,1,0,0,1,3,4,0,6,209,50,58,8,37,63,10,9,15,3,5.7,1,12
4673,0,1,0,0,1,3,5,0,6,269,35,64,1,43,54,6,6,16,7,4.06,1,12
4698,0,1,0,0,1,2,4,1,8,169,23,45,19,66,223,8,5,13,7,5.27,1,12
4714,1,0,0,0,1,2,3,0,8,225,52,54,5,80,239,9,7,18,5,4.68,1,12
4715,0,1,0,0,1,3,3,1,9,180,76,76,2,29,59,11,8,12,6,5.39,1,12
4719,1,0,0,0,1,2,3,1,9,312,56,90,1,93,168,17,10,24,6,8.27,1,12
4724,1,0,0,0,1,0,2,1,8,202,56,68,8,78,173,7,6,20,10,3.57,1,12
4727,0,0,0,0,1,0,2,1,9,135,36,47,12,49,66,9,6,15,5,6.97,1,12
4735,0,1,0,0,1,2,4,0,9,172,42,52,6,51,77,6,7,22,5,3.57,1,12
4753,0,1,0,0,1,2,1,1,7,177,81,81,2,103,283,10,9,24,4,10.6,1,12
4761,0,0,0,0,1,0,3,0,8,129,26,27,21,41,61,15,8,23,5,9.54,1,12
4763,0,1,0,0,1,0,4,0,9,157,16,40,36,25,58,5,5,36,5,4.11,1,12
4772,0,1,0,0,1,1,4,0,8,186,24,48,12,91,151,5,7,20,5,5.32,1,12
4778,0,1,0,0,1,2,3,0,9,214,38,63,12,12,47,14,13,14,3,8.13,1,12
4786,1,0,0,0,1,2,4,1,9,259,108,108,0,54,120,9,6,14,9,6.17,1,12
4788,0,1,0,0,1,0,4,1,8,192,39,42,14,96,206,4,5,27,5,3.86,1,12
4831,0,1,0,0,1,2,5,1,8,190,30,65,21,51,87,11,6,17,6,7.12,1,12
4834,0,1,0,0,1,0,3,1,8,132,29,29,15,120,261,6,6,12,7,6.9,1,12
4859,0,1,0,0,1,3,3,1,8,143,45,45,8,17,37,27,22,24,7,17.76,1,12
4906,0,1,0,0,1,5,4,1,8,188,30,41,16,49,72,32,13,18,4,17.18,1,12
4940,0,1,0,0,1,3,4,0,7,214,39,79,3,37,77,4,2,14,5,5.35,1,12
4943,0,1,0,0,1,2,4,1,9,221,73,73,3,27,60,7,9,13,6,6.86,1,12
4960,1,0,0,0,1,0,4,0,8,123,36,51,15,58,79,8,6,13,5,4.79,1,12
4966,1,0,0,0,1,2,4,0,6,186,45,74,6,112,146,8,4,19,6,6.52,1,12
4992,1,0,0,0,1,3,4,1,9,182,32,65,20,107,212,10,7,14,5,7.3,1,12
5007,0,1,0,0,1,1,4,1,8,233,44,63,13,92,172,6,4,19,9,4.67,1,12
5046,0,1,0,0,1,1,4,1,5,153,24,44,20,112,284,5,6,14,14,3.78,1,12
5070,0,1,0,0,1,2,4,0,8,266,58,84,2,67,106,9,12,15,6,5.62,1,12
5096,0,1,0,0,1,3,4,0,9,172,39,48,13,20,44,16,18,24,13,12.09,1,12
5119,0,1,0,0,1,3,4,1,8,140,40,48,9,39,83,12,9,23,3,6.63,1,12
5148,0,1,0,0,1,0,3,1,8,118,24,41,18,42,58,9,7,21,5,6.2,1,12
5202,0,0,0,0,1,0,4,1,9,178,38,57,4,39,72,6,3,22,6,9.06,1,12
5213,0,1,0,0,1,1,3,1,5,146,25,43,38,100,175,5,4,13,3,4.98,1,12
5238,0,1,0,0,1,0,2,1,8,140,19,53,44,102,88,15,7,13,4,8.67,1,12
5291,0,0,1,0,1,0,4,1,3,146,39,45,9,22,58,6,4,18,3,6.48,1,12
5324,0,1,0,0,1,3,4,1,9,178,43,48,6,27,60,15,15,14,14,10.28,1,12
5341,0,1,0,0,1,1,4,1,8,143,19,36,24,105,160,10,12,15,4,5.75,1,12
5359,0,1,0,0,1,0,3,1,5,257,62,62,3,112,145,5,5,22,3,7.27,1,12
5372,0,1,0,0,1,2,2,1,9,215,65,65,3,94,172,11,11,17,5,9.44,1,12
5376,1,0,0,0,1,0,4,0,8,328,103,103,0,46,60,4,4,14,8,5.61,1,12
5428,1,0,0,0,1,0,3,0,8,172,36,53,12,53,109,6,3,23,5,3.6,1,12
5459,1,0,0,0,1,0,4,0,9,152,13,45,33,28,63,7,8,13,3,6.92,1,12
5482,0,1,0,0,1,0,5,1,3,219,81,81,2,44,93,5,4,15,3,7.04,1,12
5535,0,1,0,0,1,4,4,1,6,377,107,107,0,12,43,5,3,16,6,4.92,1,12
5591,1,0,0,0,1,0,1,0,8,299,105,105,1,98,133,12,6,22,3,7.99,1,12
5656,0,1,0,0,1,0,3,1,9,95,24,37,25,30,60,15,12,18,7,5.84,1,12
5736,0,1,0,0,1,2,2,1,9,208,88,88,1,82,142,18,5,20,6,7.46,1,12
5742,1,0,0,0,1,0,2,1,8,147,25,54,20,64,114,16,11,18,4,15.39,1,12
5775,1,0,0,0,1,0,4,1,9,209,42,50,4,65,169,4,4,28,6,3.63,1,12
5790,1,0,0,0,1,0,2,0,8,182,34,66,4,102,155,16,8,23,9,11.86,1,12
5857,0,1,0,0,1,3,4,1,9,160,36,43,6,98,182,19,12,14,5,12.93,1,12
6073,0,1,0,0,1,5,4,1,9,218,15,47,27,93,162,18,13,19,6,8.29,1,12
6077,0,1,0,0,1,3,4,0,8,134,41,43,9,61,93,8,8,14,3,9.38,1,12
6078,1,0,0,0,1,0,4,0,9,236,29,50,9,96,129,5,4,18,4,3.66,1,12
6093,1,0,0,0,1,2,4,0,8,98,26,30,23,54,69,10,8,18,5,8.5,1,12
6101,1,0,0,0,1,4,4,0,8,269,64,84,2,57,80,12,8,15,6,11.42,1,12
6107,0,1,0,0,1,2,4,0,9,130,70,70,8,29,69,9,9,24,4,5.45,1,12
6108,0,1,0,0,1,3,4,0,2,185,39,55,18,53,92,14,11,18,7,9.93,1,12
6121,0,1,0,0,1,2,4,0,8,154,28,37,7,16,41,6,6,17,3,4.92,1,12
6123,0,1,0,0,0,2,4,0,9,311,56,62,8,75,195,15,10,17,3,5.31,1,12
6146,1,0,0,0,1,0,6,1,4,246,41,64,2,58,99,5,8,14,4,4.86,1,12
6152,0,0,0,0,1,3,4,1,8,246,46,46,12,61,76,13,16,21,3,6.34,1,12
6160,0,1,0,0,1,4,3,1,8,219,32,52,10,91,97,16,14,18,6,10.41,1,12
6168,0,1,0,0,1,4,4,1,9,131,32,63,34,73,110,7,6,15,4,8.31,1,12
6208,0,1,0,0,1,2,4,0,8,263,47,55,4,102,240,11,3,15,5,4,1,12
6261,0,1,0,0,1,3,4,0,8,219,47,73,3,22,58,9,6,16,5,7.41,1,12
6311,0,0,1,0,1,0,3,0,8,106,36,36,34,47,69,4,3,20,3,3.84,1,12
6391,0,1,0,0,1,2,2,1,8,168,57,57,4,53,77,18,7,15,5,16.79,1,12
6419,0,0,1,0,1,3,4,1,9,353,97,97,1,71,78,4,4,22,7,4.63,1,12
6454,0,1,0,0,1,3,4,0,7,189,57,57,9,81,120,11,5,24,3,8.95,1,12
6464,1,0,0,0,1,2,5,0,6,225,78,79,0,20,52,4,5,15,4,4.43,1,12
6465,0,1,0,0,1,0,4,0,7,191,31,72,10,19,32,5,4,18,15,5.57,1,12
6481,0,1,0,0,1,3,4,1,8,243,44,52,9,50,103,7,6,23,3,3.82,1,12
6633,0,1,0,0,1,2,4,1,8,178,24,38,32,36,51,11,5,19,16,5.6,1,12
6682,0,1,0,0,1,2,2,0,8,230,28,59,26,57,90,9,8,15,4,4.72,1,12
6689,1,0,0,0,1,0,5,0,8,307,83,115,1,53,82,4,6,22,4,3.06,1,12
6708,0,1,0,0,0,0,4,0,7,158,28,57,14,46,60,7,4,6,5,4.19,1,12
6728,0,1,0,0,1,3,4,0,8,179,48,54,6,80,80,8,11,24,5,5.7,1,12
6744,1,0,0,0,1,0,2,1,8,143,63,63,9,55,92,12,6,21,3,9.37,1,12
6770,0,1,0,0,1,2,4,0,9,76,31,32,25,55,97,5,3,21,4,4.49,1,12
6809,0,1,0,0,1,2,3,0,8,137,36,39,7,113,237,16,8,24,5,8.65,1,12
6850,1,0,0,0,1,0,4,0,8,94,16,32,50,90,114,5,5,15,3,3.86,1,12
6896,0,0,0,0,1,2,5,1,8,165,39,42,6,70,92,7,5,21,6,6.58,1,12
6906,0,1,0,0,1,3,4,1,9,135,17,51,21,117,270,13,13,16,4,7.17,1,12
6940,0,1,0,0,1,0,3,0,9,167,38,54,6,29,37,9,7,17,4,6.86,1,12
7011,0,1,0,0,1,2,3,1,2,159,49,51,4,89,279,23,10,17,6,12.77,1,12
7049,0,0,0,1,1,0,2,1,8,252,39,78,7,13,54,5,4,20,6,5.26,1,12
7053,0,1,0,0,1,2,3,1,8,150,25,67,14,74,173,21,14,20,6,10.74,1,12
7065,0,0,0,0,1,0,3,0,3,182,36,54,11,21,54,14,15,20,3,10.07,1,12
7067,1,0,0,0,1,0,2,0,8,410,154,154,1,80,122,5,5,13,4,5.21,1,12
7081,0,1,0,0,1,2,4,1,8,250,60,61,3,20,33,8,5,21,7,7.95,1,12
7082,0,1,0,0,1,3,4,0,8,123,17,33,47,36,59,8,6,19,5,6.75,1,12
7096,0,1,0,0,1,3,4,1,8,134,26,39,21,54,72,16,9,19,7,9.58,1,12
7196,0,0,0,0,1,0,4,1,5,198,34,55,11,17,49,7,3,18,5,6.29,1,12
7217,0,1,0,0,1,1,2,1,8,171,38,38,19,25,59,16,8,20,5,9.1,1,12
7289,0,1,0,0,1,1,3,1,9,104,54,54,7,89,137,11,7,16,5,9.35,1,12
7324,0,1,0,0,1,0,4,0,0,202,37,64,11,82,81,18,18,17,4,9.16,1,12
7334,0,1,0,0,1,3,4,1,8,225,31,76,13,38,65,11,6,13,6,13.41,1,12
7341,0,1,0,0,1,4,4,1,5,245,42,83,4,54,155,20,7,21,5,14.63,1,12
7356,0,1,0,0,1,3,4,1,7,198,69,69,10,116,171,8,4,13,4,7.33,1,12
7382,1,0,0,0,1,1,4,0,6,109,14,42,31,41,57,5,6,15,4,4.39,1,12
7397,0,0,0,0,1,2,3,0,8,253,57,69,3,69,123,22,6,19,5,5.34,1,12
7421,0,1,0,0,1,3,3,1,9,160,33,49,12,105,198,13,7,22,4,8.03,1,12
7436,0,1,0,0,1,2,5,1,9,167,53,75,7,37,64,8,9,19,4,4.85,1,12
7461,0,1,0,0,1,0,4,1,4,132,34,47,8,11,31,6,9,19,3,5.23,1,12
7463,0,1,0,0,1,0,3,0,8,239,58,63,7,26,58,4,3,10,5,4.92,1,12
7480,0,1,0,0,1,2,5,1,9,120,36,39,17,54,130,5,5,24,5,5.96,1,12
7482,0,1,0,0,1,3,4,1,8,137,72,72,2,48,67,18,8,19,5,9.09,1,12
7524,0,1,0,0,1,0,4,1,0,213,38,47,6,67,132,25,11,16,3,17.54,1,12
7551,0,1,0,0,1,2,2,0,6,194,33,51,8,107,147,16,9,13,5,7.25,1,12
7575,0,1,0,0,1,4,4,0,9,158,42,51,12,75,123,16,9,18,7,8.23,1,12
7587,1,0,0,0,1,0,1,1,8,242,49,101,9,22,45,16,13,19,3,9.89,1,12
7620,0,1,0,0,1,2,3,1,8,199,49,60,4,90,124,9,7,19,6,10.63,1,12
7689,0,1,0,0,1,2,4,1,9,224,38,48,4,20,35,12,10,15,7,10.92,1,12
7723,0,0,0,0,1,0,4,0,8,183,23,66,12,59,94,10,6,11,3,6.56,1,12
7745,0,0,0,1,1,2,4,0,9,162,36,46,15,21,42,7,4,13,6,5.65,1,12
7787,0,1,0,0,1,3,4,1,8,129,32,53,24,53,67,13,7,20,3,7.39,1,12
7799,0,0,0,0,0,0,4,0,8,121,29,45,24,97,103,13,11,9,7,10.02,1,12
7817,0,1,0,0,1,0,2,0,9,171,28,47,11,18,44,14,8,23,4,12.82,1,12
7850,0,0,1,0,1,3,3,1,6,278,83,88,0,65,92,6,3,13,4,4.68,1,12
7858,0,1,0,0,1,0,1,0,8,152,32,44,10,81,206,12,6,14,6,8.75,1,12
7884,0,1,0,0,1,4,4,0,8,101,24,24,37,64,118,9,6,21,4,8.37,1,12
7959,0,0,0,0,1,1,4,1,8,133,28,42,15,95,242,10,6,15,6,6.59,1,12
8009,0,1,0,0,1,0,3,0,3,312,77,88,3,31,63,6,3,23,4,4.5,1,12
52,0,1,0,0,1,2,3,0,9,167,73,73,2,34,63,10,6,20,5,8.77,1,11
421,1,0,0,0,1,0,4,0,3,281,60,66,14,51,68,5,6,18,3,6.16,1,11
498,0,1,0,0,1,1,4,1,8,174,32,43,9,45,71,5,8,15,15,3.76,1,11
761,0,1,0,0,1,0,3,0,8,280,36,79,2,127,188,4,4,20,7,4.59,1,11
777,0,1,0,0,1,1,4,1,9,181,38,60,2,104,233,4,4,21,6,2.37,1,11
789,0,1,0,0,1,0,2,0,3,328,79,80,0,95,172,8,4,20,4,6.01,1,11
845,0,1,0,0,1,2,4,1,9,156,26,37,16,16,62,5,3,17,5,7.99,1,11
850,0,1,0,0,1,4,4,0,8,129,37,37,21,79,388,7,5,20,4,5.91,1,11
928,0,1,0,0,1,0,1,1,9,113,20,43,19,78,296,11,10,16,4,7.08,1,11
942,0,1,0,0,1,2,3,1,8,220,51,90,1,55,94,7,5,20,5,4.75,1,11
1108,0,1,0,0,1,2,4,0,6,207,44,68,9,14,40,5,3,22,5,3.24,1,11
1148,1,0,0,0,1,0,4,1,0,191,56,58,3,64,92,7,7,15,7,6.15,1,11
1166,0,1,0,0,1,2,3,1,8,341,81,81,1,19,49,6,6,18,4,5.73,1,11
1241,0,0,0,0,1,0,4,1,3,190,30,50,20,77,131,8,4,14,3,8.12,1,11
1313,0,1,0,0,1,0,2,0,9,143,27,39,18,110,165,5,3,22,7,5.51,1,11
1437,0,1,0,0,1,2,2,0,9,135,23,29,19,85,169,9,10,21,4,7.37,1,11
1512,0,0,1,0,1,2,4,1,8,136,43,46,4,19,55,6,5,16,7,3.53,1,11
1612,0,1,0,0,1,1,4,1,8,132,57,57,5,49,65,5,6,15,3,4.13,1,11
1745,0,1,0,0,1,4,4,1,8,210,48,59,6,82,277,13,4,18,4,7.34,1,11
1763,0,1,0,0,1,2,3,1,8,149,30,58,18,28,61,7,6,18,4,4.76,1,11
2146,0,1,0,0,1,1,2,1,9,556,86,183,0,95,173,5,7,23,3,5.24,1,11
2357,0,1,0,0,1,3,4,1,8,236,26,47,14,27,65,7,4,13,7,4.87,1,11
2494,0,1,0,0,0,0,4,0,9,125,20,54,10,66,108,5,5,15,4,6.27,1,11
2560,0,1,0,0,1,4,4,1,9,215,65,68,1,42,86,10,6,21,6,5.5,1,11
2594,0,1,0,0,1,3,4,0,8,452,71,90,0,80,238,5,3,16,4,6.57,1,11
2651,1,0,0,0,1,0,4,0,3,210,46,53,5,27,68,3,2,16,8,4.44,1,11
2713,0,1,0,0,1,4,4,0,8,113,14,36,45,106,196,5,9,16,3,4.29,1,11
2757,1,0,0,0,1,0,2,0,3,549,122,154,0,96,142,7,5,17,5,7.89,1,11
2781,0,1,0,0,1,2,6,0,8,125,30,46,12,42,74,8,5,17,3,2.87,1,11
2835,0,1,0,0,1,2,4,1,9,243,56,77,4,37,48,10,7,15,6,4.26,1,11
3079,1,0,0,0,1,0,2,0,9,148,38,38,5,80,119,4,2,18,15,4.55,1,11
3140,0,1,0,0,1,2,4,0,8,92,30,36,25,86,111,6,9,21,3,3.01,1,11
3143,0,1,0,0,1,0,2,1,8,286,86,97,2,105,218,5,5,15,4,5,1,11
3180,0,1,0,0,1,3,3,1,8,146,51,56,4,85,221,7,9,16,6,7.49,1,11
3217,0,1,0,0,1,2,4,0,9,124,58,58,18,47,67,9,6,15,11,5.23,1,11
3299,0,1,0,0,1,1,4,1,8,296,62,70,4,84,87,4,4,17,4,3.93,1,11
3327,0,0,0,0,1,0,4,0,8,139,25,49,16,106,152,5,3,13,5,5.4,1,11
3405,0,0,1,0,1,0,2,1,8,145,28,57,9,100,184,3,3,18,8,2.88,1,11
3436,0,1,0,0,1,2,4,0,8,92,16,27,34,91,222,6,5,21,6,4.41,1,11
3438,1,0,0,0,1,0,1,0,5,156,25,42,21,42,77,8,4,22,3,5.65,1,11
3618,0,1,0,0,1,0,4,0,8,160,23,50,17,47,67,6,5,13,6,6.34,1,11
3803,0,1,0,0,1,3,4,0,9,101,37,37,22,66,198,8,8,15,3,6.24,1,11
3821,0,1,0,0,1,0,3,1,8,256,49,77,4,46,107,6,2,22,3,3.95,1,11
3895,0,1,0,0,1,2,4,0,8,150,33,40,14,50,66,6,6,23,7,7.43,1,11
3960,0,1,0,0,1,3,4,1,9,226,57,70,2,59,87,9,7,16,9,6.12,1,11
3964,1,0,0,0,1,0,3,1,9,232,71,71,2,18,55,4,2,15,5,4.04,1,11
4139,1,0,0,0,1,2,4,0,8,178,27,42,10,96,294,5,6,17,3,5.87,1,11
4152,0,0,0,0,1,0,5,0,9,98,29,35,20,77,166,4,1,20,4,4.65,1,11
4457,0,1,0,0,0,0,4,1,9,129,36,37,13,42,72,6,14,18,7,5.95,1,11
4466,0,0,0,0,1,2,4,1,8,140,45,48,12,42,70,7,8,17,6,6.11,1,11
4471,1,0,0,0,1,2,3,1,9,329,65,70,2,90,71,8,8,15,6,8.33,1,11
4514,0,1,0,0,1,2,4,0,8,175,40,74,17,48,70,6,6,16,3,7.75,1,11
4612,0,1,0,0,1,1,4,1,4,254,34,34,16,53,57,4,6,15,6,4.6,1,11
4658,0,1,0,0,1,2,4,1,9,118,26,34,9,96,116,9,7,13,3,4.11,1,11
4681,1,0,0,0,1,0,5,0,8,117,19,32,22,52,87,5,4,21,3,3.73,1,11
4713,0,1,0,0,1,0,4,1,8,131,32,33,21,53,97,5,4,14,4,3.53,1,11
4813,1,0,0,0,1,3,4,1,9,174,39,62,7,138,256,8,5,20,5,6.59,1,11
4854,0,1,0,0,1,3,4,0,8,239,71,87,0,41,61,7,6,19,3,6.85,1,11
4991,1,0,0,0,1,0,2,0,8,132,36,36,21,40,53,5,6,13,3,7.88,1,11
5001,0,1,0,0,1,3,4,0,8,366,79,79,2,60,103,5,4,15,3,4.5,1,11
5086,0,1,0,0,1,0,4,1,1,109,29,49,18,45,65,15,17,15,7,10.8,1,11
5233,1,0,0,0,1,0,4,0,4,144,28,39,19,79,132,5,4,15,7,3.32,1,11
5236,1,0,0,0,1,2,4,1,8,110,31,35,12,42,87,5,5,17,3,5.36,1,11
5257,1,0,0,0,0,0,3,1,8,115,47,47,10,22,60,8,4,15,3,5.97,1,11
5265,1,0,0,0,1,5,4,0,8,182,66,75,1,77,97,7,8,19,5,6.99,1,11
5273,0,1,0,0,1,0,2,1,9,124,24,49,33,63,71,4,5,16,4,4.04,1,11
5334,0,1,0,0,1,0,3,1,8,132,31,45,24,113,464,4,2,19,3,4.96,1,11
5338,0,1,0,0,1,3,4,1,9,219,79,79,3,40,52,4,4,9,3,4.74,1,11
5386,0,1,0,0,1,3,4,1,4,267,48,86,7,89,132,5,4,21,7,5.86,1,11
5403,0,0,0,0,1,0,4,1,9,211,23,52,15,60,59,5,7,13,12,3.94,1,11
5426,0,1,0,0,1,3,4,0,6,169,21,50,14,91,112,6,3,21,7,4.81,1,11
5524,0,1,0,0,1,0,2,0,8,210,50,67,5,44,82,9,8,18,6,4.72,1,11
5525,0,1,0,0,1,2,5,0,9,176,27,49,24,40,54,7,9,13,3,4.69,1,11
5528,0,1,0,0,1,1,5,1,8,128,25,37,13,15,32,7,5,19,3,4.84,1,11
5774,1,0,0,0,1,0,2,1,8,129,29,43,22,27,56,6,7,19,3,5.39,1,11
5899,0,1,0,0,1,3,4,0,8,159,40,49,17,91,134,5,5,15,4,3.44,1,11
5939,0,1,0,0,1,3,4,0,8,191,53,53,5,53,66,6,4,16,7,6.06,1,11
6063,0,1,0,0,1,1,4,0,8,187,36,58,8,79,139,5,5,20,6,2.92,1,11
6118,0,1,0,0,1,2,4,1,8,167,31,43,9,112,281,6,4,17,6,5.48,1,11
6254,0,1,0,0,0,0,4,0,9,132,46,46,6,64,80,7,6,20,4,5,1,11
6298,0,1,0,0,1,2,3,0,9,140,18,34,23,69,181,7,4,20,5,8.01,1,11
6356,0,1,0,0,1,3,3,0,6,148,45,45,8,86,266,6,3,19,5,5.04,1,11
6387,0,1,0,0,1,4,4,1,9,270,50,92,2,53,77,14,9,20,6,8.8,1,11
6416,0,1,0,0,1,1,4,1,9,160,22,41,9,80,94,7,6,18,8,6.35,1,11
6513,1,0,0,0,1,3,4,0,6,190,37,54,6,74,96,4,7,21,10,4.29,1,11
6622,0,1,0,0,1,0,5,1,1,106,37,37,12,85,153,7,6,23,4,7.75,1,11
6854,0,1,0,0,1,2,4,0,9,158,82,82,4,17,39,5,6,18,7,6.62,1,11
6871,1,0,0,0,1,0,4,0,0,416,64,79,0,30,71,11,6,17,6,7.75,1,11
6893,0,1,0,0,1,2,6,0,8,121,35,35,33,41,85,5,4,14,5,3.27,1,11
7135,0,1,0,0,1,0,3,0,8,172,53,56,6,55,83,4,3,22,5,4.61,1,11
7498,0,0,0,0,1,0,2,0,3,369,112,134,1,79,111,5,7,20,6,4.32,1,11
7628,0,0,0,0,1,2,4,1,8,225,54,84,8,21,55,5,9,16,6,5.52,1,11
7631,1,0,0,0,1,2,4,1,4,184,35,41,21,121,264,6,3,23,3,4.3,1,11
7721,0,1,0,0,1,3,4,1,8,180,31,42,17,75,151,5,4,11,6,5.49,1,11
7735,0,1,0,0,1,3,4,1,8,144,40,40,29,36,88,4,4,19,5,4.19,1,11
7813,0,1,0,0,1,2,4,0,8,191,36,71,12,100,219,5,8,19,6,5.05,1,11
7856,0,1,0,0,1,0,3,1,9,200,61,62,6,33,48,5,5,16,6,7.41,1,11
7867,0,1,0,0,1,3,4,0,8,297,54,79,2,64,97,11,7,14,3,4.59,1,11
7868,0,1,0,0,1,0,2,1,9,146,43,43,5,49,58,9,4,16,6,8.64,1,11
7877,0,1,0,0,1,2,4,0,8,295,46,76,7,49,70,6,5,19,4,3.5,1,11
7945,0,1,0,0,1,2,3,1,9,170,49,49,9,54,77,7,6,23,6,4.29,1,11
7981,0,1,0,0,1,3,5,0,8,293,85,109,0,75,190,5,5,19,5,5.26,1,11
529,0,1,0,0,1,0,2,1,4,204,30,49,5,46,63,5,5,23,4,6.34,1,10
604,1,0,0,0,1,3,4,1,9,169,38,47,7,87,114,9,4,16,6,4.2,1,10
768,0,1,0,0,1,3,4,1,8,136,50,50,11,69,147,5,5,24,4,7.98,1,10
885,0,1,0,0,1,0,1,0,9,90,22,30,20,14,41,8,7,23,4,7.25,1,10
910,0,1,0,0,1,3,4,0,8,147,27,52,17,66,77,6,7,22,7,4.78,1,10
1324,0,1,0,0,1,0,1,0,8,117,28,32,18,14,41,5,4,23,14,5.98,1,10
1469,0,1,0,0,1,4,4,1,9,387,98,146,1,67,84,6,4,22,9,6.27,1,10
1580,1,0,0,0,1,0,1,0,4,141,27,57,8,66,106,6,6,16,3,3.35,1,10
1640,1,0,0,0,0,0,4,0,9,127,32,58,9,66,81,3,2,15,3,3.59,1,10
1663,0,1,0,0,1,2,4,0,8,192,50,64,7,53,95,5,4,14,4,3.27,1,10
1723,0,1,0,0,0,0,4,1,9,229,18,48,15,22,29,6,4,7,6,4.58,1,10
1843,0,1,0,0,1,2,3,1,9,167,38,50,5,75,105,6,3,19,4,4.64,1,10
1940,1,0,0,0,1,1,4,1,8,130,19,39,21,114,215,5,5,15,5,3.64,1,10
2085,0,1,0,0,1,1,2,1,9,149,43,43,14,57,94,5,2,24,4,3.4,1,10
2148,0,1,0,0,1,0,4,1,9,132,24,55,12,108,209,4,2,17,9,3.47,1,10
2481,1,0,0,0,1,2,4,1,8,179,43,48,4,48,95,4,3,21,3,3.25,1,10
2708,0,0,0,0,1,0,4,1,9,177,30,40,16,61,73,4,3,15,4,2.52,1,10
2945,0,1,0,0,1,2,4,1,9,186,27,47,7,35,48,6,4,20,14,5.46,1,10
3104,0,0,0,0,1,0,2,1,9,146,35,54,6,75,113,5,4,16,5,5.06,1,10
4128,1,0,0,0,0,0,3,1,8,114,24,34,33,78,88,4,3,17,3,2.68,1,10
4178,0,0,0,0,1,0,4,0,8,147,20,35,24,19,45,5,2,34,4,6.65,1,10
4641,0,0,0,0,1,0,2,1,9,194,49,49,12,14,51,5,6,21,5,5.29,1,10
4762,0,1,0,0,1,2,4,0,8,180,47,57,16,107,136,4,3,17,3,5.19,1,10
4765,0,1,0,0,1,3,3,1,7,226,36,78,6,125,273,4,5,13,7,2.53,1,10
4863,0,1,0,0,1,4,3,1,8,163,36,59,22,49,75,7,3,17,6,6.55,1,10
4895,0,1,0,0,1,3,4,1,8,266,52,68,11,59,70,7,6,16,4,5.15,1,10
5139,0,0,0,0,1,3,4,1,8,150,41,43,8,71,121,5,4,18,3,4.47,1,10
5221,0,1,0,0,1,3,3,1,8,497,113,152,0,3,25,9,5,13,5,5.16,1,10
5398,1,0,0,0,1,2,4,1,9,182,33,54,13,63,86,4,6,18,7,3.04,1,10
5574,1,0,0,0,1,1,4,1,9,272,30,76,13,100,163,5,2,15,7,4.08,1,10
5652,0,1,0,0,1,2,4,1,8,217,40,65,14,11,49,5,3,21,6,5.6,1,10
5905,1,0,0,0,1,0,4,1,3,225,33,43,6,35,54,4,5,15,6,3.67,1,10
6014,0,1,0,0,1,1,2,0,8,228,105,105,1,21,49,4,3,19,5,5.43,1,10
6212,1,0,0,0,1,3,4,1,8,209,52,91,4,81,80,4,3,24,3,7.79,1,10
6386,0,1,0,0,1,2,3,1,9,121,39,46,27,69,115,4,1,21,5,3.74,1,10
6594,0,1,0,0,1,2,4,1,8,130,15,32,23,75,112,6,4,17,6,5.85,1,10
6967,1,0,0,0,1,1,3,0,8,122,21,40,22,101,190,4,1,19,3,3.16,1,10
7073,0,1,0,0,1,5,4,0,8,335,61,92,1,37,68,6,7,18,7,4.49,1,10
7246,0,1,0,0,1,3,4,1,9,173,30,44,8,110,286,5,7,12,5,7.2,1,10
7880,1,0,0,0,1,3,4,0,8,150,25,42,25,102,114,5,5,15,6,4.7,1,10
7902,0,1,0,0,1,3,4,1,4,178,42,47,10,92,261,4,4,22,5,2.18,1,10
994,0,1,0,0,1,3,1,1,8,149,54,59,2,63,104,5,5,20,3,5.08,1,9
5048,0,1,0,0,1,2,4,0,9,262,52,64,6,15,38,4,2,17,4,4.12,1,9
5462,0,1,0,0,1,4,4,0,8,176,33,61,6,37,55,7,3,20,4,4.98,1,9
1090,0,1,0,0,1,3,4,1,9,192,32,78,17,18,51,3,2,16,5,3.33,1,8
1,0,0,1,0,1,1,4,1,8,302,76,82,0,20,81,81,19,17,6,21.05,0,0
7,0,0,0,0,1,3,4,0,8,145,39,42,10,50,74,6,5,22,3,6.5,0,0
8,0,0,0,0,1,3,2,0,5,165,34,35,19,11,41,4,2,20,7,3.45,0,0
10,0,0,0,0,1,3,4,1,7,200,38,58,5,42,63,12,10,19,3,9.42,0,0
11,0,0,1,0,1,3,2,1,8,152,46,46,20,100,414,25,14,39,7,10.12,0,0
24,0,0,0,1,1,4,6,1,5,141,32,37,21,65,79,5,5,21,6,3.69,0,0
26,0,0,0,0,1,2,3,1,1,224,55,66,6,134,437,14,14,19,8,9.37,0,0
33,0,0,1,0,0,1,4,0,2,128,29,35,15,69,78,60,47,18,4,23.81,0,0
34,0,1,0,0,1,2,5,0,8,263,40,67,4,76,105,24,21,13,10,19.43,0,0
35,1,0,0,0,1,2,7,0,7,119,23,57,19,39,74,12,13,18,10,11.77,0,0
39,0,0,1,0,0,0,2,1,9,61,4,18,73,25,69,15,9,14,10,6.85,0,0
